"Avaliando IDEPB - 2017
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA
Rede Estadual";;;;;;;;;;;;;
Retorna Índice.;;;;;;;;;;;;;
Código da Etapa de Escolaridade;Etapa de Escolaridade;Rede de Ensino;Código de GRE;GRE;Código de Município;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;4,76;5,12;4,94;0,67;3,31
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2510006;NAZAREZINHO;25014951;EEEFM FRANCISCO AUGUSTO CAMPOS;3,75;3,94;3,84;0,72;2,77
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2513208;SANTA CRUZ;25017080;EEEFM VALDEMIRO W DE OLIVEIRA;5,30;5,53;5,41;0,89;4,82
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2514206;SAO JOSE DA LAGOA TAPADA;25017438;EEEFM ANTONIO GREGORIO DE LACERDA;4,61;4,96;4,79;0,93;4,46
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;4,93;6,69;5,81;0,79;4,59
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018078;EEEF ANDRE GADELHA;3,84;4,52;4,18;0,71;2,98
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2500775;APARECIDA;25018094;EEEFM DR JOSE GADELHA;4,64;4,83;4,73;0,70;3,31
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018124;EEEF BATISTA LEITE;4,57;4,58;4,58;0,74;3,40
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018140;EEEFM CELSO MARIZ;4,77;4,75;4,76;0,86;4,07
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018183;EEEFM ESTEVAM MARINHO;4,27;5,02;4,65;0,88;4,11
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018191;EEEFM FRANCISCO CICERO SOBRINHO;5,42;5,17;5,29;0,90;4,74
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;5,67;5,59;5,63;0,85;4,80
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018582;ENE JOSE DE PAIVA GADELHA;4,66;5,00;4,83;0,82;3,97
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018639;EEEF DR THOMAZ PIRES;4,77;4,87;4,82;0,57;2,75
41;9º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;4,59;4,96;4,77;0,65;3,11
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2500106;AGUA BRANCA;25033204;EEEFM JOSE NOMINANDO;4,78;4,97;4,88;0,81;3,96
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2506707;IMACULADA;25034200;EEEFM MARIA DO SOCORRO RAMALHO QUIRINO;3,96;3,49;3,72;0,90;3,35
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2506707;IMACULADA;25034219;EEEFM SANTA CATARINA;3,59;3,66;3,63;0,76;2,77
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2508000;JURU;25034839;EEEM D ARLINDA P DA SILVA;4,10;4,40;4,25;0,89;3,77
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2509008;MANAIRA;25036017;ENE MONS SEBASTIAO RABELO;4,12;3,99;4,05;0,83;3,36
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2512309;PRINCESA ISABEL;25036335;EEEB NOSSA SENHORA DO BOM CONSELHO;4,99;4,79;4,89;0,72;3,51
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2514552;SAO JOSE DE PRINCESA;25037137;EEEFM DEP NOMINANDO MUNIZ DINIZ;3,88;3,97;3,92;0,79;3,11
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2516607;TAVARES;25037226;EEEFM ADRIANO FEITOSA;4,76;4,81;4,79;0,57;2,75
27;3ª série do Ensino Médio;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2516607;TAVARES;25037234;EEEFM POVOADO SILVESTRE;4,82;5,16;4,99;0,80;3,98
18;5º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2506707;IMACULADA;25034227;EEEIF DELMIRO DANTAS;5,42;5,72;5,57;0,96;5,37
18;5º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2509008;MANAIRA;25035444;EEEF PROFESSORA ANTONIA DINIZ MAIA;6,33;7,29;6,81;0,87;5,91
18;5º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2512309;PRINCESA ISABEL;25036297;EEEIF PROFESSORA IRACEMA MARQUES DE LIMA;6,82;7,11;6,97;0,90;6,27
18;5º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2512309;PRINCESA ISABEL;25037129;EEEF MARCAL LIMA NETO;4,86;4,65;4,75;0,97;4,59
18;5º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2516607;TAVARES;25037226;EEEFM ADRIANO FEITOSA;5,70;5,89;5,79;0,77;4,44
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2500106;AGUA BRANCA;25033204;EEEFM JOSE NOMINANDO;5,09;5,05;5,07;0,77;3,91
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2506707;IMACULADA;25034200;EEEFM MARIA DO SOCORRO RAMALHO QUIRINO;5,24;4,71;4,97;0,75;3,74
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2506707;IMACULADA;25034219;EEEFM SANTA CATARINA;3,51;3,66;3,58;0,70;2,51
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2508000;JURU;25034820;EEEFM AMERICA FLORENTINO;4,83;5,01;4,92;0,75;3,71
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2509008;MANAIRA;25036017;ENE MONS SEBASTIAO RABELO;4,25;4,27;4,26;0,73;3,09
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2512309;PRINCESA ISABEL;25036300;EEEFN GAMA E MELO;5,08;4,71;4,89;0,57;2,80
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2512309;PRINCESA ISABEL;25036343;EEEFM MINISTRO ALCIDES VIEIRA CARNEIRO;4,38;4,49;4,44;0,63;2,81
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2514552;SAO JOSE DE PRINCESA;25037137;EEEFM DEP NOMINANDO MUNIZ DINIZ;4,12;4,36;4,24;0,82;3,49
41;9º ano do Ensino Fundamental;ESTADUAL;11;11ª GRE-PRINCESA ISABEL;2516607;TAVARES;25037226;EEEFM ADRIANO FEITOSA;5,15;5,51;5,33;0,78;4,17
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2503803;CALDAS BRANDAO;25080261;EEEFM MANOEL AVELINO DE PAIVA;4,10;3,74;3,92;0,78;3,07
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2503803;CALDAS BRANDAO;25080270;EEEFM DE CALDAS BRANDAO;3,31;3,08;3,20;0,59;1,88
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2506400;GURINHEM;25080407;EEEFM JOAO RIBEIRO;3,09;3,10;3,10;0,97;3,00
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2506806;INGA;25080849;EEEFM LUIZ GONZAGA BURITY;4,64;4,23;4,44;0,54;2,38
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2512754;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;3,72;3,55;3,64;0,76;2,75
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081403;EEEFM DR ANTONIO BATISTA SANTIAGO;3,91;3,64;3,78;0,70;2,63
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2507606;JUAREZ TAVORA;25082272;EEEFM DOM ADAUTO;4,06;4,06;4,06;0,64;2,59
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2509404;MOGEIRO;25082493;EEEFM OTAVIA SILVEIRA;4,00;4,19;4,09;0,63;2,56
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082922;EEEFM ANA RIBEIRO;4,09;3,69;3,89;0,57;2,22
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082949;EEEFM ARNALDO MAROJA;3,25;3,13;3,19;0,86;2,74
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082957;EEEFM DE DOIS RIACHOS;4,30;3,64;3,97;0,94;3,72
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2507903;JURIPIRANGA;25088785;EEEFM TEONAS DA CUNHA CAVALCANTE;4,07;4,02;4,05;0,73;2,95
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2514453;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;2,86;3,14;3,00;0,90;2,69
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2511509;PILAR;25089250;EEEFM JOSE LINS DO REGO;3,62;3,27;3,44;0,78;2,68
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;3,89;3,42;3,66;0,75;2,75
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;3,48;3,21;3,34;0,87;2,91
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2511202;PEDRAS DE FOGO;25100696;EEEFM JOAO URSULO;3,70;3,50;3,60;0,75;2,70
27;3ª série do Ensino Médio;ESTADUAL;12;12ª GRE-ITABAIANA;2511202;PEDRAS DE FOGO;25117521;EEEFM PROF GETULIO CESAR RODRIGUES GUEDES;3,69;3,69;3,69;0,82;3,01
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2503803;CALDAS BRANDAO;25080270;EEEFM DE CALDAS BRANDAO;5,58;6,38;5,98;0,94;5,63
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506400;GURINHEM;25080407;EEEFM JOAO RIBEIRO;3,85;4,02;3,93;0,99;3,91
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506806;INGA;25080873;EEEIF ABEL DA SILVA;3,85;4,31;4,08;0,94;3,85
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2512754;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;3,23;3,97;3,60;0,69;2,47
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081411;EEEF PROFª ODETE MENDES N OLIVEIRA;4,68;4,29;4,48;0,94;4,22
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081438;EEE F DR JOAO FLORENTINO MEIRA DE VASCONCELOS;5,28;5,22;5,25;0,61;3,22
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081454;EEEF JOAO FAGUNDES DE OLIVEIRA;5,83;5,94;5,88;0,96;5,65
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081462;EEEF PROFº MENDONCA;4,83;4,25;4,54;0,90;4,09
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082973;EEEF MARIA DE MELO;3,47;3,86;3,66;0,92;3,38
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2507903;JURIPIRANGA;25088793;EEEF DEMETRIO TOLEDO;4,70;4,62;4,66;0,88;4,09
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2514453;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;3,89;4,31;4,10;1,00;4,10
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511509;PILAR;25089269;EEEF MARIA ALVES DE BRITO;5,94;6,08;6,01;0,92;5,55
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511509;PILAR;25089293;EEEF DR JOSE MARIA;4,34;3,99;4,16;0,88;3,68
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;3,46;3,65;3,55;1,00;3,55
18;5º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;3,54;3,86;3,70;0,96;3,55
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2503803;CALDAS BRANDAO;25080261;EEEFM MANOEL AVELINO DE PAIVA;4,28;4,24;4,26;0,92;3,94
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506400;GURINHEM;25080407;EEEFM JOAO RIBEIRO;3,17;3,53;3,35;0,92;3,07
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506806;INGA;25080881;EEEF PROFESSOR RANGEL;4,49;4,49;4,49;0,53;2,38
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2512754;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;4,30;4,68;4,49;0,82;3,68
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081411;EEEF PROFª ODETE MENDES N OLIVEIRA;4,67;4,08;4,38;0,81;3,53
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081420;EEEF PROFº MACIEL;3,89;3,54;3,71;0,46;1,72
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081438;EEE F DR JOAO FLORENTINO MEIRA DE VASCONCELOS;3,32;3,66;3,49;0,58;2,02
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081454;EEEF JOAO FAGUNDES DE OLIVEIRA;4,91;5,22;5,07;0,88;4,48
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2506905;ITABAIANA;25081462;EEEF PROFº MENDONCA;4,20;4,11;4,16;0,89;3,72
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2507606;JUAREZ TAVORA;25082272;EEEFM DOM ADAUTO;3,98;3,97;3,98;0,57;2,27
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2509404;MOGEIRO;25082493;EEEFM OTAVIA SILVEIRA;4,09;4,43;4,26;0,68;2,92
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082922;EEEFM ANA RIBEIRO;4,30;4,27;4,29;0,25;1,06
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082949;EEEFM ARNALDO MAROJA;3,59;3,99;3,79;0,83;3,16
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082957;EEEFM DE DOIS RIACHOS;3,93;3,98;3,96;0,79;3,14
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2513109;SALGADO DE SAO FELIX;25082973;EEEF MARIA DE MELO;3,66;3,91;3,79;0,80;3,05
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2507903;JURIPIRANGA;25088793;EEEF DEMETRIO TOLEDO;4,99;4,73;4,86;0,80;3,90
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2514453;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;2,92;3,53;3,23;0,82;2,66
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511509;PILAR;25089250;EEEFM JOSE LINS DO REGO;3,81;4,01;3,91;0,58;2,26
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511509;PILAR;25089269;EEEF MARIA ALVES DE BRITO;4,64;5,74;5,19;0,91;4,70
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;4,45;4,21;4,33;0,83;3,58
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2515005;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;3,11;3,54;3,32;0,75;2,48
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511202;PEDRAS DE FOGO;25100696;EEEFM JOAO URSULO;5,01;4,84;4,92;0,65;3,19
41;9º ano do Ensino Fundamental;ESTADUAL;12;12ª GRE-ITABAIANA;2511202;PEDRAS DE FOGO;25117521;EEEFM PROF GETULIO CESAR RODRIGUES GUEDES;4,57;4,39;4,48;0,82;3,67
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2508109;LAGOA;25003054;EEEFM FREI BRUNO;4,41;3,97;4,19;0,85;3,57
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2504504;CONDADO;25013840;EEEFM DR TRAJANO PIRES DA NOBREGA;4,53;4,18;4,35;0,93;4,04
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2505501;VISTA SERRANA;25014226;EEEFM MANOEL MEDEIROS DE ARAUJO;4,71;4,31;4,51;0,95;4,30
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2510907;PAULISTA;25015320;EEEFM FRANCISCO DE SA CAVALCANTE;4,58;4,52;4,55;0,82;3,73
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25015869;EEEFM MONSENHOR VICENTE FREITAS;5,23;4,83;5,03;0,88;4,44
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25015885;EEEF JOAO DA MATA;3,99;3,01;3,50;0,86;3,01
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25015893;EEEFM ARRUDA CAMARA;4,59;4,13;4,36;0,86;3,76
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2503753;CAJAZEIRINHAS;25016059;EEEFM MARIA SOLEDADE ASSIS FREITAS;4,32;4,08;4,20;0,86;3,60
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2513927;SAO BENTINHO;25016105;EEEFM DEPUTADO LEVI OLIMPIO FERREIRA;4,39;4,03;4,21;0,83;3,49
27;3ª série do Ensino Médio;ESTADUAL;13;13ª GRE-POMBAL;2513968;SAO DOMINGOS;25016164;EEEM PROF CICERO SEVERO LOPES;5,01;4,45;4,73;0,98;4,65
18;5º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25016024;EEEF OITO DE JULHO;3,16;4,00;3,58;0,90;3,21
18;5º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25016032;EEEF AMELIA MARIA DA LUZ;4,08;4,83;4,45;0,70;3,12
18;5º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25016083;EEEF DE MUNDO NOVO;4,78;5,23;5,00;1,00;5,00
18;5º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25118560;EEEF JOANA IVONILDES BANDEIRA;5,19;5,41;5,30;0,91;4,80
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2508109;LAGOA;25003038;EEEFM MONS VALERIANO PEREIRA;4,63;4,99;4,81;0,69;3,31
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2504504;CONDADO;25013840;EEEFM DR TRAJANO PIRES DA NOBREGA;4,89;5,00;4,94;0,94;4,63
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2505501;VISTA SERRANA;25014226;EEEFM MANOEL MEDEIROS DE ARAUJO;4,59;5,20;4,89;0,93;4,54
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25015885;EEEF JOAO DA MATA;3,68;4,13;3,90;0,75;2,93
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25015893;EEEFM ARRUDA CAMARA;4,50;4,90;4,70;0,83;3,92
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25016032;EEEF AMELIA MARIA DA LUZ;3,93;4,19;4,06;0,77;3,13
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2513927;SAO BENTINHO;25016105;EEEFM DEPUTADO LEVI OLIMPIO FERREIRA;4,38;4,45;4,41;0,79;3,51
41;9º ano do Ensino Fundamental;ESTADUAL;13;13ª GRE-POMBAL;2512101;POMBAL;25118560;EEEF JOANA IVONILDES BANDEIRA;4,89;4,88;4,89;0,90;4,39
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2508208;LAGOA DE DENTRO;25069357;EEEFM IVAN BICHARA SOBREIRA;4,51;3,90;4,21;0,78;3,27
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2501401;BAIA DA TRAICAO;25085875;EEEFM MATIAS FREIRE;3,89;3,81;3,85;0,81;3,10
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2507101;ITAPOROROCA;25086049;EEEFM SEVERINO FELIX DE BRITO;3,69;3,71;3,70;0,69;2,55
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2507309;JACARAU;25086316;EEEFM ALZIRA LISBOA;4,02;3,96;3,99;0,84;3,36
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2512721;PEDRO REGIS;25086324;EEEFM MARGARIDA DIAS;4,67;4,18;4,43;0,75;3,33
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2508901;MAMANGUAPE;25086901;EEEFM SENADOR RUI CARNEIRO;4,33;3,95;4,14;0,72;2,97
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2508901;MAMANGUAPE;25086928;EEEF PROFESSOR LUIZ APRIGIO;3,33;3,63;3,48;0,73;2,56
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2504033;CAPIM;25087304;EEEF DO DISTRITO DE CAPIM;3,52;3,24;3,38;0,74;2,49
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2505238;CUITE DE MAMANGUAPE;25087355;EEEFM PROF RENATO FONSECA FILHO;3,68;3,63;3,66;0,80;2,91
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2505279;CURRAL DE CIMA;25087673;EEEFM HENRIQUE FERNANDES DE FARIAS;4,06;3,44;3,75;0,86;3,23
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2509305;MATARACA;25087738;EEEFM PEDRO POTI;3,46;3,61;3,53;0,64;2,25
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2512903;RIO TINTO;25087860;EEEFM PROF LUIZ GONZAGA BURITY;4,11;3,72;3,92;0,74;2,89
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2512903;RIO TINTO;25087878;EEIEFM GUILHERME DA SILVEIRA;4,57;4,03;4,30;0,38;1,64
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2512903;RIO TINTO;25087894;EEIEFM DRº JOSE LOPES RIBEIRO;3,27;2,99;3,13;0,80;2,51
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2509057;MARCACAO;25088068;EEIEFM INDIO ANTONIO SINESIO DA SILVA;4,16;3,55;3,85;0,63;2,42
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2501401;BAIA DA TRAICAO;25101978;EEIEFM AKAJUTIBIRO;3,08;3,03;3,06;0,91;2,78
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2509057;MARCACAO;25120760;EEIEF CACIQUE INIGUACU;3,42;3,27;3,35;0,82;2,75
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2501401;BAIA DA TRAICAO;25120778;EEIEFM PEDRO POTI;2,97;2,91;2,94;0,88;2,59
27;3ª série do Ensino Médio;ESTADUAL;14;14ª GRE-MAMANGUAPE;2508901;MAMANGUAPE;25127977;ETE DO VALE DO MAMANGUAPE JOAO DA MATA CAVALCANTI DE ALBUQUERQUE;4,77;4,69;4,73;0,94;4,42
18;5º ano do Ensino Fundamental;ESTADUAL;14;14ª GRE-MAMANGUAPE;2508208;LAGOA DE DENTRO;25069373;EEEF GETULIO VARGAS;4,81;5,00;4,91;0,82;4,04
18;5º ano do Ensino Fundamental;ESTADUAL;14;14ª GRE-MAMANGUAPE;2512721;PEDRO REGIS;25086324;EEEFM MARGARIDA DIAS;5,44;6,38;5,91;0,83;4,93
